occurtime,power
2020-12-15_23:05:00,164.32
2020-12-15_23:10:00,164.72
2020-12-15_23:15:00,157.92
2020-12-15_23:20:00,162.56
2020-12-15_23:25:00,158.72
2020-12-15_23:30:00,157.76
2020-12-15_23:35:00,159.04
2020-12-15_23:40:00,1.0
2020-12-15_23:45:00,143.76
2020-12-15_23:50:00,147.76
2020-12-15_23:55:00,147.6
2020-12-16_00:00:00,139.04
2020-12-16_00:05:00,134.48
2020-12-16_00:10:00,132.0
2020-12-16_00:15:00,125.52
2020-12-16_00:20:00,123.76
2020-12-16_00:25:00,122.88
2020-12-16_00:30:00,121.84
2020-12-16_00:35:00,122.64
2020-12-16_00:40:00,117.52
2020-12-16_00:45:00,118.0
2020-12-16_00:50:00,118.96
2020-12-16_00:55:00,119.04
2020-12-16_01:00:00,117.6
2020-12-16_01:05:00,0.0
2020-12-16_01:10:00,0.0
2020-12-16_01:15:00,0.0
2020-12-16_01:20:00,0.0
2020-12-16_01:25:00,126.08
2020-12-16_01:30:00,124.32
2020-12-16_01:35:00,121.6
2020-12-16_01:40:00,117.12
2020-12-16_01:45:00,115.04
2020-12-16_01:50:00,0.0
2020-12-16_01:55:00,0.0
2020-12-16_02:00:00,0.0
2020-12-16_02:05:00,145.84
2020-12-16_02:10:00,124.32
2020-12-16_02:15:00,122.0
2020-12-16_02:20:00,120.08
2020-12-16_02:25:00,118.48
2020-12-16_02:30:00,0.0
2020-12-16_02:35:00,0.0
2020-12-16_02:40:00,0.0
2020-12-16_02:45:00,126.88
2020-12-16_02:50:00,122.88
2020-12-16_02:55:00,122.16
2020-12-16_03:00:00,120.64
2020-12-16_03:05:00,0.0
2020-12-16_03:10:00,0.0
2020-12-16_03:15:00,0.0
2020-12-16_03:20:00,164.72
2020-12-16_03:25:00,125.76
2020-12-16_03:30:00,123.52
2020-12-16_03:35:00,122.16
2020-12-16_03:40:00,121.04
2020-12-16_03:45:00,0.0
2020-12-16_03:50:00,0.0
2020-12-16_03:55:00,0.0
2020-12-16_04:00:00,131.68
2020-12-16_04:05:00,126.56
2020-12-16_04:10:00,123.92
2020-12-16_04:15:00,123.04
2020-12-16_04:20:00,0.0
2020-12-16_04:25:00,0.0
2020-12-16_04:30:00,0.0
2020-12-16_04:35:00,387.6
2020-12-16_04:45:00,123.84
2020-12-16_04:50:00,122.16
2020-12-16_04:55:00,0.0
2020-12-16_05:00:00,0.0
2020-12-16_05:05:00,0.0
2020-12-16_05:10:00,0.0
2020-12-16_05:15:00,127.6
2020-12-16_05:20:00,124.4
2020-12-16_05:25:00,121.12
2020-12-16_05:30:00,0.0
2020-12-16_05:35:00,0.0
2020-12-16_05:40:00,0.0
2020-12-16_05:45:00,0.0
2020-12-16_05:50:00,126.16
2020-12-16_05:55:00,121.28
2020-12-16_06:00:00,118.96
2020-12-16_06:05:00,0.0
2020-12-16_06:10:00,0.0
2020-12-16_06:15:00,0.0
2020-12-16_06:20:00,0.0
2020-12-16_06:25:00,128.32
2020-12-16_06:30:00,123.52
2020-12-16_06:35:00,121.36
2020-12-16_06:40:00,0.0
2020-12-16_06:45:00,0.0
2020-12-16_06:50:00,0.0
2020-12-16_06:55:00,0.0
2020-12-16_07:00:00,128.8
2020-12-16_07:05:00,124.4
2020-12-16_07:10:00,121.68
2020-12-16_07:15:00,0.0
2020-12-16_07:20:00,0.0
2020-12-16_07:25:00,0.0
2020-12-16_07:30:00,0.0
2020-12-16_07:35:00,132.96
2020-12-16_07:40:00,128.16
2020-12-16_07:45:00,124.72
2020-12-16_07:50:00,123.6
2020-12-16_07:55:00,0.0
2020-12-16_08:00:00,0.0
2020-12-16_08:05:00,0.0
2020-12-16_08:10:00,0.0
2020-12-16_08:15:00,130.4
2020-12-16_08:20:00,126.0
2020-12-16_08:25:00,122.56
2020-12-16_08:30:00,121.92
2020-12-16_08:35:00,0.0
2020-12-16_08:40:00,0.0
2020-12-16_08:45:00,0.0
2020-12-16_08:50:00,135.6
2020-12-16_08:55:00,126.96
2020-12-16_09:00:00,124.32
2020-12-16_09:05:00,122.48
2020-12-16_09:10:00,0.0
2020-12-16_09:15:00,0.0
2020-12-16_09:20:00,0.0
2020-12-16_09:25:00,0.0
2020-12-16_09:30:00,128.8
2020-12-16_09:35:00,125.36
2020-12-16_09:40:00,123.2
2020-12-16_09:45:00,0.0
2020-12-16_09:50:00,0.0
2020-12-16_09:55:00,0.0
2020-12-16_10:00:00,0.0
2020-12-16_10:05:00,130.56
2020-12-16_10:10:00,128.64
2020-12-16_10:15:00,127.12
2020-12-16_10:20:00,123.68
2020-12-16_10:25:00,0.0
2020-12-16_10:30:00,0.0
2020-12-16_10:35:00,0.0
2020-12-16_10:40:00,0.0
2020-12-16_10:45:00,128.96
2020-12-16_10:50:00,122.72
2020-12-16_10:55:00,122.8
2020-12-16_11:00:00,120.64
2020-12-16_11:05:00,0.0
2020-12-16_11:10:00,0.0
2020-12-16_11:15:00,0.0
2020-12-16_11:20:00,126.32
2020-12-16_11:25:00,125.2
2020-12-16_11:30:00,123.2
2020-12-16_11:35:00,121.12
2020-12-16_11:40:00,0.0
2020-12-16_11:45:00,0.0
2020-12-16_11:50:00,0.0
2020-12-16_11:55:00,144.16
2020-12-16_12:00:00,126.08
2020-12-16_12:05:00,123.76
2020-12-16_12:10:00,121.68
2020-12-16_12:15:00,0.0
2020-12-16_12:20:00,0.0
2020-12-16_12:25:00,0.0
2020-12-16_12:30:00,0.0
2020-12-16_12:35:00,127.28
2020-12-16_12:40:00,122.96
2020-12-16_12:45:00,122.0
2020-12-16_12:50:00,0.0
2020-12-16_12:55:00,0.0
2020-12-16_13:00:00,0.0
2020-12-16_13:05:00,0.0
2020-12-16_13:10:00,128.32
2020-12-16_13:15:00,124.32
2020-12-16_13:20:00,123.84
2020-12-16_13:25:00,120.88
2020-12-16_13:30:00,0.0
2020-12-16_13:35:00,0.0
2020-12-16_13:40:00,0.0
2020-12-16_13:45:00,0.0
2020-12-16_13:50:00,130.24
2020-12-16_13:55:00,127.84
2020-12-16_14:00:00,123.6
2020-12-16_14:05:00,122.24
2020-12-16_14:10:00,0.0
2020-12-16_14:15:00,0.0
2020-12-16_14:20:00,0.0
2020-12-16_14:25:00,0.0
2020-12-16_14:30:00,126.32
2020-12-16_14:35:00,122.88
2020-12-16_14:40:00,120.56
2020-12-16_14:45:00,0.0
2020-12-16_14:50:00,0.0
2020-12-16_14:55:00,0.0
2020-12-16_15:00:00,0.0
2020-12-16_15:05:00,128.88
2020-12-16_15:10:00,123.68
2020-12-16_15:15:00,122.32
2020-12-16_15:20:00,119.76
2020-12-16_15:25:00,0.0
2020-12-16_15:30:00,0.0
2020-12-16_15:35:00,0.0
2020-12-16_15:40:00,154.32
2020-12-16_15:45:00,126.64
2020-12-16_15:50:00,123.04
2020-12-16_15:55:00,119.6
2020-12-16_16:00:00,0.0
2020-12-16_16:05:00,0.0
2020-12-16_16:10:00,0.0
2020-12-16_16:15:00,0.0
2020-12-16_16:20:00,127.76
2020-12-16_16:25:00,124.64
2020-12-16_16:30:00,121.92
2020-12-16_16:35:00,119.92
2020-12-16_16:40:00,0.0
2020-12-16_16:45:00,0.0
2020-12-16_16:50:00,0.0
2020-12-16_16:55:00,135.36
2020-12-16_17:00:00,123.68
2020-12-16_17:05:00,122.4
2020-12-16_17:10:00,120.0
2020-12-16_17:15:00,0.0
2020-12-16_17:20:00,0.0
2020-12-16_17:25:00,0.0
2020-12-16_17:30:00,0.0
2020-12-16_17:35:00,124.8
2020-12-16_17:40:00,120.08
2020-12-16_17:45:00,123.28
2020-12-16_17:50:00,0.0
2020-12-16_17:55:00,0.0
2020-12-16_18:00:00,0.0
2020-12-16_18:05:00,0.0
2020-12-16_18:10:00,126.0
2020-12-16_18:15:00,119.28
2020-12-16_18:20:00,119.68
2020-12-16_18:25:00,118.24
2020-12-16_18:30:00,0.0
2020-12-16_18:35:00,0.0
2020-12-16_18:40:00,0.0
2020-12-16_18:45:00,134.16
2020-12-16_18:50:00,124.8
2020-12-16_18:55:00,122.48
2020-12-16_19:00:00,120.96
2020-12-16_19:05:00,0.0
2020-12-16_19:10:00,0.0
2020-12-16_19:15:00,0.0
2020-12-16_19:20:00,0.0
2020-12-16_19:25:00,127.04
2020-12-16_19:30:00,123.6
2020-12-16_19:35:00,120.8
2020-12-16_19:40:00,118.32
2020-12-16_19:45:00,0.0
2020-12-16_19:50:00,0.0
2020-12-16_19:55:00,0.0
2020-12-16_20:00:00,136.72
2020-12-16_20:05:00,125.76
2020-12-16_20:10:00,121.36
2020-12-16_20:15:00,119.76
2020-12-16_20:20:00,0.0
2020-12-16_20:25:00,0.0
2020-12-16_20:30:00,0.0
2020-12-16_20:35:00,0.0
2020-12-16_20:40:00,128.24
2020-12-16_20:45:00,120.96
2020-12-16_20:50:00,116.64
2020-12-16_20:55:00,115.6
2020-12-16_21:00:00,0.0
2020-12-16_21:05:00,0.0
2020-12-16_21:10:00,0.0
2020-12-16_21:15:00,0.0
2020-12-16_21:20:00,125.6
2020-12-16_21:25:00,122.0
2020-12-16_21:30:00,121.52
2020-12-16_21:35:00,118.0
2020-12-16_21:40:00,117.76
2020-12-16_21:45:00,0.0
2020-12-16_21:50:00,0.0
2020-12-16_21:55:00,126.96
2020-12-16_22:00:00,123.04
2020-12-16_22:05:00,119.52
2020-12-16_22:10:00,116.88
2020-12-16_22:15:00,112.96
2020-12-16_22:20:00,0.0
2020-12-16_22:25:00,0.0
2020-12-16_22:30:00,0.0
2020-12-16_22:35:00,159.92
2020-12-16_22:40:00,127.44
2020-12-16_22:45:00,126.64
2020-12-16_22:50:00,122.88
2020-12-16_22:55:00,119.04
2020-12-16_23:00:00,170.08
2020-12-16_23:05:00,172.4
2020-12-16_23:10:00,168.24
2020-12-16_23:15:00,172.24
2020-12-16_23:20:00,174.96
2020-12-16_23:25:00,173.84
2020-12-16_23:35:00,1.08
2020-12-16_23:40:00,247.84
2020-12-16_23:45:00,152.64
2020-12-16_23:50:00,152.32
2020-12-16_23:55:00,147.84
2020-12-17_00:00:00,141.28
2020-12-17_00:05:00,135.52
2020-12-17_00:10:00,133.28
2020-12-17_00:15:00,129.92
2020-12-17_00:20:00,128.16
2020-12-17_00:25:00,125.76
2020-12-17_00:30:00,122.8
2020-12-17_00:35:00,123.6
2020-12-17_00:40:00,123.04
2020-12-17_00:45:00,119.92
2020-12-17_00:50:00,121.12
2020-12-17_00:55:00,120.08
2020-12-17_01:00:00,119.36
2020-12-17_01:05:00,0.0
2020-12-17_01:10:00,0.0
2020-12-17_01:15:00,0.0
2020-12-17_01:20:00,0.0
2020-12-17_01:25:00,128.96
2020-12-17_01:30:00,125.28
2020-12-17_01:35:00,125.6
2020-12-17_01:40:00,123.36
2020-12-17_01:45:00,120.88
2020-12-17_01:50:00,0.0
2020-12-17_01:55:00,0.0
2020-12-17_02:00:00,0.0
2020-12-17_02:05:00,0.0
2020-12-17_02:10:00,127.84
2020-12-17_02:15:00,122.4
2020-12-17_02:20:00,122.72
2020-12-17_02:25:00,121.6
2020-12-17_02:30:00,0.0
2020-12-17_02:35:00,0.0
2020-12-17_02:40:00,0.0
2020-12-17_02:45:00,0.0
2020-12-17_02:50:00,129.92
2020-12-17_02:55:00,124.96
2020-12-17_03:00:00,122.64
2020-12-17_03:05:00,119.84
2020-12-17_03:10:00,0.0
2020-12-17_03:15:00,0.0
2020-12-17_03:20:00,0.0
2020-12-17_03:25:00,0.0
2020-12-17_03:30:00,125.36
2020-12-17_03:35:00,121.68
2020-12-17_03:40:00,120.64
2020-12-17_03:45:00,0.0
2020-12-17_03:55:00,0.0
2020-12-17_04:00:00,0.0
2020-12-17_04:05:00,128.48
2020-12-17_04:10:00,124.64
2020-12-17_04:15:00,121.84
2020-12-17_04:25:00,0.0
2020-12-17_04:30:00,0.0
2020-12-17_04:35:00,0.0
2020-12-17_04:40:00,136.8
2020-12-17_04:45:00,126.24
2020-12-17_04:55:00,121.76
2020-12-17_05:00:00,0.0
2020-12-17_05:05:00,0.0
2020-12-17_05:10:00,0.0
2020-12-17_05:15:00,0.0
2020-12-17_05:20:00,124.08
2020-12-17_05:30:00,118.48
2020-12-17_05:35:00,117.04
2020-12-17_05:40:00,0.0
2020-12-17_05:45:00,0.0
2020-12-17_05:50:00,0.0
2020-12-17_05:55:00,0.0
2020-12-17_06:00:00,125.92
2020-12-17_06:05:00,120.8
2020-12-17_06:10:00,117.6
2020-12-17_06:15:00,0.0
2020-12-17_06:20:00,0.0
2020-12-17_06:25:00,0.0
2020-12-17_06:30:00,0.0
2020-12-17_06:35:00,133.52
2020-12-17_06:40:00,128.0
2020-12-17_06:45:00,123.2
2020-12-17_06:50:00,120.96
2020-12-17_06:55:00,0.0
2020-12-17_07:00:00,0.0
2020-12-17_07:05:00,0.0
2020-12-17_07:10:00,130.48
2020-12-17_07:15:00,126.72
2020-12-17_07:20:00,124.48
2020-12-17_07:25:00,121.44
2020-12-17_07:30:00,0.0
2020-12-17_07:35:00,0.0
2020-12-17_07:40:00,0.0
2020-12-17_07:45:00,133.36
2020-12-17_07:50:00,126.48
2020-12-17_07:55:00,123.6
2020-12-17_08:00:00,123.36
2020-12-17_08:05:00,0.0
2020-12-17_08:10:00,0.0
2020-12-17_08:15:00,0.0
2020-12-17_08:20:00,136.64
2020-12-17_08:25:00,128.16
2020-12-17_08:30:00,125.44
2020-12-17_08:35:00,123.2
2020-12-17_08:40:00,0.0
2020-12-17_08:45:00,0.0
2020-12-17_08:50:00,0.0
2020-12-17_08:55:00,136.0
2020-12-17_09:00:00,128.72
2020-12-17_09:05:00,125.6
2020-12-17_09:10:00,123.28
2020-12-17_09:15:00,0.0
2020-12-17_09:20:00,0.0
2020-12-17_09:25:00,0.0
2020-12-17_09:30:00,0.0
2020-12-17_09:35:00,126.96
2020-12-17_09:40:00,123.92
2020-12-17_09:45:00,122.72
2020-12-17_09:50:00,0.0
2020-12-17_09:55:00,0.0
2020-12-17_10:00:00,0.0
2020-12-17_10:05:00,0.0
2020-12-17_10:10:00,128.16
2020-12-17_10:15:00,125.44
2020-12-17_10:20:00,123.12
2020-12-17_10:25:00,0.0
2020-12-17_10:30:00,0.0
2020-12-17_10:35:00,0.0
2020-12-17_10:40:00,0.0
2020-12-17_10:45:00,128.88
2020-12-17_10:50:00,126.32
2020-12-17_10:55:00,123.44
2020-12-17_11:00:00,0.0
2020-12-17_11:05:00,0.0
2020-12-17_11:10:00,0.0
2020-12-17_11:15:00,0.0
2020-12-17_11:20:00,127.36
2020-12-17_11:25:00,125.2
2020-12-17_11:30:00,121.12
2020-12-17_11:35:00,0.0
2020-12-17_11:40:00,0.0
2020-12-17_11:45:00,0.0
2020-12-17_11:50:00,0.0
2020-12-17_11:55:00,126.48
2020-12-17_12:00:00,124.16
2020-12-17_12:05:00,121.68
2020-12-17_12:10:00,0.0
2020-12-17_12:15:00,0.0
2020-12-17_12:20:00,0.0
2020-12-17_12:25:00,158.88
2020-12-17_12:30:00,128.56
2020-12-17_12:35:00,124.64
2020-12-17_12:40:00,122.56
2020-12-17_12:45:00,0.0
2020-12-17_12:50:00,0.0
2020-12-17_12:55:00,0.0
2020-12-17_13:00:00,140.24
2020-12-17_13:05:00,126.88
2020-12-17_13:10:00,124.64
2020-12-17_13:15:00,122.72
2020-12-17_13:20:00,0.0
2020-12-17_13:25:00,0.0
2020-12-17_13:30:00,0.0
2020-12-17_13:35:00,133.12
2020-12-17_13:40:00,125.28
2020-12-17_13:45:00,121.36
2020-12-17_13:50:00,0.0
2020-12-17_13:55:00,0.0
2020-12-17_14:00:00,0.0
2020-12-17_14:05:00,0.0
2020-12-17_14:10:00,127.36
2020-12-17_14:15:00,123.84
2020-12-17_14:20:00,121.2
2020-12-17_14:25:00,0.0
2020-12-17_14:30:00,0.0
2020-12-17_14:35:00,0.0
2020-12-17_14:40:00,0.0
2020-12-17_14:45:00,130.4
2020-12-17_14:50:00,125.6
2020-12-17_14:55:00,121.36
2020-12-17_15:00:00,0.0
2020-12-17_15:05:00,0.0
2020-12-17_15:10:00,0.0
2020-12-17_15:15:00,0.0
2020-12-17_15:20:00,132.56
2020-12-17_15:25:00,126.4
2020-12-17_15:30:00,124.8
2020-12-17_15:35:00,124.4
2020-12-17_15:40:00,0.0
2020-12-17_15:45:00,0.0
2020-12-17_15:50:00,0.0
2020-12-17_15:55:00,134.4
2020-12-17_16:00:00,127.68
2020-12-17_16:10:00,122.08
2020-12-17_16:15:00,13.76
2020-12-17_16:20:00,0.0
2020-12-17_16:25:00,0.0
2020-12-17_16:30:00,138.0
2020-12-17_16:35:00,131.28
2020-12-17_16:40:00,127.84
2020-12-17_16:45:00,124.56
2020-12-17_16:50:00,122.4
2020-12-17_16:55:00,0.0
2020-12-17_17:00:00,0.0
2020-12-17_17:05:00,0.0
2020-12-17_17:10:00,0.0
2020-12-17_17:15:00,129.84
2020-12-17_17:20:00,125.04
2020-12-17_17:25:00,123.68
2020-12-17_17:30:00,121.28
2020-12-17_17:35:00,0.0
2020-12-17_17:40:00,0.0
2020-12-17_17:45:00,0.0
2020-12-17_17:50:00,136.48
2020-12-17_17:55:00,122.72
2020-12-17_18:00:00,120.96
2020-12-17_18:05:00,119.52
2020-12-17_18:10:00,118.08
2020-12-17_18:15:00,115.36
2020-12-17_18:20:00,0.0
2020-12-17_18:25:00,0.0
2020-12-17_18:30:00,0.0
2020-12-17_18:35:00,156.96
2020-12-17_18:40:00,126.32
2020-12-17_18:45:00,127.76
2020-12-17_18:50:00,124.8
2020-12-17_18:55:00,120.88
2020-12-17_19:00:00,120.32
2020-12-17_19:05:00,133.76
2020-12-17_19:10:00,121.12
2020-12-17_19:15:00,118.64
2020-12-17_19:20:00,0.0
2020-12-17_19:25:00,0.0
2020-12-17_19:30:00,0.0
2020-12-17_19:35:00,0.0
2020-12-17_19:40:00,129.68
2020-12-17_19:45:00,125.52
2020-12-17_19:50:00,123.12
2020-12-17_19:55:00,116.8
2020-12-17_20:00:00,114.4
2020-12-17_20:05:00,114.48
2020-12-17_20:10:00,114.0
2020-12-17_20:15:00,0.0
2020-12-17_20:20:00,0.0
2020-12-17_20:25:00,0.0
2020-12-17_20:30:00,140.72
2020-12-17_20:35:00,119.52
2020-12-17_20:40:00,114.88
2020-12-17_20:45:00,121.92
2020-12-17_20:50:00,120.08
2020-12-17_20:55:00,118.64
2020-12-17_21:00:00,0.0
2020-12-17_21:05:00,0.0
2020-12-17_21:10:00,0.0
2020-12-17_21:15:00,0.0
2020-12-17_21:20:00,126.8
2020-12-17_21:25:00,122.96
2020-12-17_21:30:00,119.04
2020-12-17_21:35:00,118.48
2020-12-17_21:40:00,118.56
2020-12-17_21:45:00,117.12
2020-12-17_21:50:00,0.0
2020-12-17_21:55:00,0.0
2020-12-17_22:00:00,0.0
2020-12-17_22:05:00,138.96
2020-12-17_22:10:00,121.36
2020-12-17_22:15:00,118.8
2020-12-17_22:20:00,171.12
2020-12-17_22:25:00,166.56
2020-12-17_22:30:00,168.64
2020-12-17_22:35:00,169.92
2020-12-17_22:40:00,170.0
2020-12-17_22:45:00,168.0
2020-12-17_22:50:00,165.04
2020-12-17_22:55:00,0.99
2020-12-17_23:00:00,147.52
2020-12-17_23:05:00,146.32
2020-12-17_23:10:00,146.08
2020-12-17_23:15:00,145.44
2020-12-17_23:20:00,138.4
2020-12-17_23:25:00,134.8
2020-12-17_23:30:00,131.92
2020-12-17_23:35:00,130.96
2020-12-17_23:40:00,129.2
2020-12-17_23:45:00,126.0
2020-12-17_23:50:00,123.84
2020-12-17_23:55:00,120.88
2020-12-18_00:00:00,116.64
2020-12-18_00:05:00,117.52
2020-12-18_00:10:00,118.0
2020-12-18_00:15:00,119.52
2020-12-18_00:20:00,116.0
2020-12-18_00:25:00,114.48
2020-12-18_00:30:00,113.44
2020-12-18_00:35:00,0.0
2020-12-18_00:40:00,0.0
2020-12-18_00:45:00,0.0
2020-12-18_00:50:00,137.36
2020-12-18_00:55:00,121.84
2020-12-18_01:00:00,117.36
2020-12-18_01:05:00,115.36
2020-12-18_01:10:00,113.76
2020-12-18_01:15:00,0.0
2020-12-18_01:20:00,0.0
2020-12-18_01:25:00,0.0
2020-12-18_01:30:00,0.0
2020-12-18_01:35:00,125.92
2020-12-18_01:40:00,122.32
2020-12-18_01:45:00,120.0
2020-12-18_01:50:00,132.72
2020-12-18_01:55:00,0.0
2020-12-18_02:00:00,0.0
2020-12-18_02:05:00,0.0
2020-12-18_02:10:00,0.0
2020-12-18_02:15:00,132.08
2020-12-18_02:20:00,126.88
2020-12-18_02:25:00,121.92
2020-12-18_02:30:00,118.72
2020-12-18_02:35:00,116.48
2020-12-18_02:40:00,0.0
2020-12-18_02:45:00,0.0
2020-12-18_02:50:00,0.0
2020-12-18_02:55:00,128.88
2020-12-18_03:00:00,122.56
2020-12-18_03:05:00,121.52
2020-12-18_03:10:00,120.16
2020-12-18_03:15:00,0.0
2020-12-18_03:20:00,0.0
2020-12-18_03:25:00,0.0
2020-12-18_03:30:00,0.0
2020-12-18_03:35:00,121.68
2020-12-18_03:40:00,118.16
2020-12-18_03:45:00,117.2
2020-12-18_03:50:00,0.0
2020-12-18_03:55:00,0.0
2020-12-18_04:00:00,0.0
2020-12-18_04:05:00,0.0
2020-12-18_04:10:00,126.72
2020-12-18_04:15:00,124.72
2020-12-18_04:20:00,121.44
2020-12-18_04:25:00,0.0
2020-12-18_04:30:00,0.0
2020-12-18_04:35:00,0.0
2020-12-18_04:40:00,0.0
2020-12-18_04:45:00,129.44
2020-12-18_04:50:00,124.8
2020-12-18_04:55:00,121.6
2020-12-18_05:00:00,120.88
2020-12-18_05:05:00,0.0
2020-12-18_05:10:00,0.0
2020-12-18_05:15:00,0.0
2020-12-18_05:20:00,143.68
2020-12-18_05:25:00,126.24
2020-12-18_05:30:00,123.68
2020-12-18_05:35:00,121.44
2020-12-18_05:40:00,0.0
2020-12-18_05:45:00,0.0
2020-12-18_05:50:00,0.0
2020-12-18_05:55:00,0.0
2020-12-18_06:00:00,124.24
2020-12-18_06:05:00,121.12
2020-12-18_06:10:00,116.16
2020-12-18_06:15:00,0.0
2020-12-18_06:20:00,0.0
2020-12-18_06:25:00,0.0
2020-12-18_06:30:00,0.0
2020-12-18_06:35:00,124.0
2020-12-18_06:40:00,120.64
2020-12-18_06:45:00,120.48
2020-12-18_06:50:00,0.0
2020-12-18_06:55:00,0.0
2020-12-18_07:00:00,0.0
2020-12-18_07:05:00,157.92
2020-12-18_07:10:00,126.56
2020-12-18_07:15:00,124.24
2020-12-18_07:20:00,123.12
2020-12-18_07:25:00,0.0
2020-12-18_07:30:00,0.0
2020-12-18_07:35:00,0.0
2020-12-18_07:40:00,149.04
2020-12-18_07:45:00,128.08
2020-12-18_07:50:00,123.92
2020-12-18_07:55:00,120.88
2020-12-18_08:00:00,0.0
2020-12-18_08:05:00,0.0
2020-12-18_08:10:00,0.0
2020-12-18_08:15:00,133.2
2020-12-18_08:25:00,126.0
2020-12-18_08:30:00,124.64
2020-12-18_08:35:00,0.0
2020-12-18_08:40:00,0.0
2020-12-18_08:45:00,0.0
2020-12-18_08:50:00,136.56
2020-12-18_08:55:00,128.56
2020-12-18_09:00:00,125.2
2020-12-18_09:05:00,123.84
2020-12-18_09:10:00,0.0
2020-12-18_09:15:00,0.0
2020-12-18_09:20:00,0.0
2020-12-18_09:25:00,161.92
2020-12-18_09:30:00,130.64
2020-12-18_09:35:00,126.88
2020-12-18_09:40:00,136.16
2020-12-18_09:45:00,121.68
2020-12-18_09:50:00,0.0
2020-12-18_09:55:00,0.0
2020-12-18_10:00:00,0.0
2020-12-18_10:05:00,133.76
2020-12-18_10:10:00,128.48
2020-12-18_10:15:00,126.48
2020-12-18_10:20:00,123.44
2020-12-18_10:25:00,0.0
2020-12-18_10:30:00,0.0
2020-12-18_10:35:00,0.0
2020-12-18_10:40:00,156.16
2020-12-18_10:45:00,125.84
2020-12-18_10:50:00,124.64
2020-12-18_10:55:00,123.04
2020-12-18_11:00:00,0.0
2020-12-18_11:05:00,0.0
2020-12-18_11:10:00,0.0
2020-12-18_11:15:00,0.0
2020-12-18_11:20:00,127.44
2020-12-18_11:25:00,126.56
2020-12-18_11:30:00,124.88
2020-12-18_11:35:00,122.0
2020-12-18_11:40:00,0.0
2020-12-18_11:45:00,0.0
2020-12-18_11:50:00,0.0
2020-12-18_11:55:00,0.0
2020-12-18_12:00:00,128.16
2020-12-18_12:05:00,124.8
2020-12-18_12:10:00,123.04
2020-12-18_12:15:00,0.0
2020-12-18_12:20:00,0.0
2020-12-18_12:25:00,0.0
2020-12-18_12:30:00,0.0
2020-12-18_12:35:00,128.08
2020-12-18_12:40:00,123.28
2020-12-18_12:45:00,121.84
2020-12-18_12:50:00,121.12
2020-12-18_12:55:00,0.0
2020-12-18_13:00:00,0.0
2020-12-18_13:05:00,0.0
2020-12-18_13:10:00,125.44
2020-12-18_13:15:00,123.12
2020-12-18_13:20:00,121.92
2020-12-18_13:25:00,119.76
2020-12-18_13:30:00,0.0
2020-12-18_13:35:00,0.0
2020-12-18_13:40:00,0.0
2020-12-18_13:45:00,136.32
2020-12-18_13:50:00,124.4
2020-12-18_13:55:00,121.76
2020-12-18_14:00:00,119.2
2020-12-18_14:05:00,0.0
2020-12-18_14:10:00,0.0
2020-12-18_14:15:00,0.0
2020-12-18_14:20:00,148.32
2020-12-18_14:25:00,125.84
2020-12-18_14:30:00,123.36
2020-12-18_14:35:00,121.52
2020-12-18_14:40:00,0.0
2020-12-18_14:45:00,0.0
2020-12-18_14:50:00,0.0
2020-12-18_14:55:00,0.0
2020-12-18_15:00:00,128.16
2020-12-18_15:05:00,124.4
2020-12-18_15:10:00,122.88
2020-12-18_15:15:00,0.0
2020-12-18_15:20:00,0.0
2020-12-18_15:25:00,0.0
2020-12-18_15:30:00,0.0
2020-12-18_15:35:00,131.28
2020-12-18_15:40:00,128.24
2020-12-18_15:45:00,125.92
2020-12-18_15:50:00,122.96
2020-12-18_15:55:00,119.84
2020-12-18_16:00:00,0.0
2020-12-18_16:05:00,0.0
2020-12-18_16:10:00,0.0
2020-12-18_16:20:00,125.84
2020-12-18_16:25:00,125.04
2020-12-18_16:30:00,122.48
2020-12-18_16:35:00,0.0
2020-12-18_16:40:00,0.0
2020-12-18_16:45:00,0.0
2020-12-18_16:50:00,0.0
2020-12-18_16:55:00,130.24
2020-12-18_17:00:00,124.64
2020-12-18_17:05:00,123.76
2020-12-18_17:10:00,119.6
2020-12-18_17:15:00,0.0
2020-12-18_17:20:00,0.0
2020-12-18_17:25:00,0.0
2020-12-18_17:30:00,0.0
2020-12-18_17:35:00,128.56
2020-12-18_17:40:00,125.44
2020-12-18_17:45:00,123.68
2020-12-18_17:50:00,121.68
2020-12-18_17:55:00,0.0
2020-12-18_18:00:00,0.0
2020-12-18_18:05:00,0.0
2020-12-18_18:10:00,141.92
2020-12-18_18:15:00,129.28
2020-12-18_18:20:00,124.08
2020-12-18_18:25:00,122.24
2020-12-18_18:30:00,0.0
2020-12-18_18:35:00,0.0
2020-12-18_18:40:00,0.0
2020-12-18_18:45:00,0.0
2020-12-18_18:50:00,127.44
2020-12-18_18:55:00,122.24
2020-12-18_19:00:00,120.0
2020-12-18_19:05:00,118.72
2020-12-18_19:10:00,0.0
2020-12-18_19:15:00,0.0
2020-12-18_19:20:00,0.0
2020-12-18_19:25:00,123.2
2020-12-18_19:30:00,123.44
2020-12-18_19:35:00,120.32
2020-12-18_19:40:00,118.4
2020-12-18_19:45:00,0.0
2020-12-18_19:50:00,0.0
2020-12-18_19:55:00,0.0
2020-12-18_20:00:00,0.0
2020-12-18_20:05:00,126.32
2020-12-18_20:10:00,122.56
2020-12-18_20:15:00,123.12
2020-12-18_20:20:00,119.52
