occurtime,power
2020-12-13_01:20:00,0.0
2020-12-13_01:25:00,126.16
2020-12-13_01:30:00,123.36
2020-12-13_01:35:00,122.0
2020-12-13_01:40:00,0.0
2020-12-13_01:45:00,0.0
2020-12-13_01:50:00,0.0
2020-12-13_01:55:00,0.0
2020-12-13_02:00:00,128.0
2020-12-13_02:05:00,125.68
2020-12-13_02:10:00,123.28
2020-12-13_02:15:00,0.0
2020-12-13_02:20:00,0.0
2020-12-13_02:25:00,0.0
2020-12-13_02:30:00,0.0
2020-12-13_02:35:00,130.16
2020-12-13_02:40:00,127.44
2020-12-13_02:45:00,125.68
2020-12-13_02:50:00,0.0
2020-12-13_02:55:00,0.0
2020-12-13_03:00:00,0.0
2020-12-13_03:05:00,0.0
2020-12-13_03:10:00,129.6
2020-12-13_03:15:00,166.4
2020-12-13_03:20:00,165.44
2020-12-13_03:25:00,170.64
2020-12-13_03:30:00,171.28
2020-12-13_03:35:00,166.64
2020-12-13_03:40:00,169.12
2020-12-13_03:45:00,1.08
2020-12-13_03:50:00,1.07
2020-12-13_03:55:00,147.04
2020-12-13_04:00:00,148.88
2020-12-13_04:05:00,145.84
2020-12-13_04:10:00,139.12
2020-12-13_04:15:00,135.28
2020-12-13_04:20:00,132.72
2020-12-13_04:25:00,129.2
2020-12-13_04:30:00,128.72
2020-12-13_04:35:00,125.52
2020-12-13_04:40:00,123.52
2020-12-13_04:45:00,124.88
2020-12-13_04:50:00,124.48
2020-12-13_04:55:00,122.88
2020-12-13_05:00:00,122.48
2020-12-13_05:05:00,121.76
2020-12-13_05:10:00,0.0
2020-12-13_05:15:00,0.0
2020-12-13_05:20:00,0.0
2020-12-13_05:25:00,154.72
2020-12-13_05:30:00,127.92
2020-12-13_05:35:00,123.92
2020-12-13_05:40:00,122.32
2020-12-13_05:45:00,120.56
2020-12-13_05:50:00,0.0
2020-12-13_05:55:00,0.0
2020-12-13_06:00:00,0.0
2020-12-13_06:05:00,0.0
2020-12-13_06:10:00,126.32
2020-12-13_06:15:00,123.52
2020-12-13_06:20:00,121.52
2020-12-13_06:25:00,120.24
2020-12-13_06:30:00,0.0
2020-12-13_06:35:00,0.0
2020-12-13_06:40:00,0.0
2020-12-13_06:45:00,126.88
2020-12-13_06:50:00,126.08
2020-12-13_06:55:00,124.24
2020-12-13_07:05:00,0.0
2020-12-13_07:10:00,0.0
2020-12-13_07:15:00,0.0
2020-12-13_07:20:00,0.0
2020-12-13_07:25:00,127.76
2020-12-13_07:30:00,123.68
2020-12-13_07:35:00,123.52
2020-12-13_07:40:00,0.0
2020-12-13_07:45:00,0.0
2020-12-13_07:50:00,0.0
2020-12-13_07:55:00,0.0
2020-12-13_08:00:00,130.24
2020-12-13_08:05:00,126.08
2020-12-13_08:10:00,123.04
2020-12-13_08:15:00,0.0
2020-12-13_08:20:00,0.0
2020-12-13_08:25:00,0.0
2020-12-13_08:30:00,0.0
2020-12-13_08:35:00,129.52
2020-12-13_08:40:00,126.32
2020-12-13_08:45:00,123.68
2020-12-13_08:50:00,0.0
2020-12-13_08:55:00,0.0
2020-12-13_09:00:00,0.0
2020-12-13_09:05:00,0.0
2020-12-13_09:10:00,130.16
2020-12-13_09:15:00,126.4
2020-12-13_09:20:00,124.32
2020-12-13_09:25:00,0.0
2020-12-13_09:30:00,0.0
2020-12-13_09:35:00,0.0
2020-12-13_09:40:00,0.0
2020-12-13_09:45:00,133.36
2020-12-13_09:50:00,130.56
2020-12-13_09:55:00,128.08
2020-12-13_10:00:00,124.96
2020-12-13_10:05:00,122.8
2020-12-13_10:10:00,0.0
2020-12-13_10:15:00,0.0
2020-12-13_10:20:00,0.0
2020-12-13_10:25:00,134.4
2020-12-13_10:30:00,124.64
2020-12-13_10:35:00,123.84
2020-12-13_10:40:00,123.44
2020-12-13_10:45:00,0.0
2020-12-13_10:50:00,0.0
2020-12-13_10:55:00,0.0
2020-12-13_11:00:00,149.36
2020-12-13_11:05:00,128.0
2020-12-13_11:10:00,124.8
2020-12-13_11:15:00,122.72
2020-12-13_11:20:00,121.76
2020-12-13_11:25:00,0.0
2020-12-13_11:30:00,0.0
2020-12-13_11:35:00,0.0
2020-12-13_11:40:00,141.28
2020-12-13_11:45:00,129.28
2020-12-13_11:50:00,125.76
2020-12-13_11:55:00,122.8
2020-12-13_12:00:00,119.6
2020-12-13_12:05:00,0.0
2020-12-13_12:10:00,0.0
2020-12-13_12:15:00,0.0
2020-12-13_12:20:00,128.88
2020-12-13_12:25:00,125.44
2020-12-13_12:30:00,122.16
2020-12-13_12:35:00,120.0
2020-12-13_12:40:00,0.0
2020-12-13_12:45:00,0.0
2020-12-13_12:50:00,0.0
2020-12-13_12:55:00,149.2
2020-12-13_13:00:00,129.6
2020-12-13_13:05:00,126.24
2020-12-13_13:10:00,125.76
2020-12-13_13:15:00,122.72
2020-12-13_13:20:00,0.0
2020-12-13_13:25:00,0.0
2020-12-13_13:30:00,0.0
2020-12-13_13:35:00,0.0
2020-12-13_13:40:00,130.64
2020-12-13_13:45:00,127.36
2020-12-13_13:50:00,125.12
2020-12-13_13:55:00,121.36
2020-12-13_14:00:00,0.0
2020-12-13_14:05:00,0.0
2020-12-13_14:10:00,0.0
2020-12-13_14:15:00,156.72
2020-12-13_14:20:00,126.16
2020-12-13_14:25:00,122.72
2020-12-13_14:30:00,121.76
2020-12-13_14:35:00,0.0
2020-12-13_14:40:00,0.0
2020-12-13_14:45:00,0.0
2020-12-13_14:50:00,0.0
2020-12-13_14:55:00,129.28
2020-12-13_15:00:00,125.36
2020-12-13_15:05:00,122.0
2020-12-13_15:10:00,0.0
2020-12-13_15:15:00,0.0
2020-12-13_15:20:00,0.0
2020-12-13_15:25:00,0.0
2020-12-13_15:30:00,127.52
2020-12-13_15:35:00,126.16
2020-12-13_15:40:00,125.12
2020-12-13_15:45:00,119.68
2020-12-13_15:50:00,0.0
2020-12-13_15:55:00,0.0
2020-12-13_16:00:00,0.0
2020-12-13_16:10:00,128.4
2020-12-13_16:15:00,124.08
2020-12-13_16:20:00,122.96
2020-12-13_16:25:00,0.0
2020-12-13_16:30:00,0.0
2020-12-13_16:35:00,0.0
2020-12-13_16:40:00,0.0
2020-12-13_16:45:00,129.76
2020-12-13_16:50:00,127.76
2020-12-13_16:55:00,124.4
2020-12-13_17:00:00,121.2
2020-12-13_17:05:00,0.0
2020-12-13_17:10:00,0.0
2020-12-13_17:15:00,0.0
2020-12-13_17:20:00,149.84
2020-12-13_17:30:00,124.24
2020-12-13_17:35:00,122.88
2020-12-13_17:40:00,122.96
2020-12-13_17:45:00,13.76
2020-12-13_17:50:00,0.0
2020-12-13_17:55:00,0.0
2020-12-13_18:00:00,156.0
2020-12-13_18:05:00,134.0
2020-12-13_18:10:00,131.36
2020-12-13_18:15:00,128.32
2020-12-13_18:20:00,122.96
2020-12-13_18:25:00,123.84
2020-12-13_18:30:00,0.0
2020-12-13_18:40:00,0.0
2020-12-13_18:45:00,0.0
2020-12-13_18:50:00,132.56
2020-12-13_18:55:00,129.28
2020-12-13_19:00:00,126.64
2020-12-13_19:05:00,123.44
2020-12-13_19:10:00,123.76
2020-12-13_19:15:00,0.0
2020-12-13_19:20:00,0.0
2020-12-13_19:25:00,0.0
2020-12-13_19:30:00,0.0
2020-12-13_19:35:00,128.48
2020-12-13_19:40:00,128.16
2020-12-13_19:45:00,127.68
2020-12-13_19:50:00,121.92
2020-12-13_19:55:00,120.96
2020-12-13_20:00:00,120.24
2020-12-13_20:05:00,0.0
2020-12-13_20:10:00,0.0
2020-12-13_20:15:00,0.0
2020-12-13_20:20:00,157.36
2020-12-13_20:25:00,132.8
2020-12-13_20:30:00,128.4
2020-12-13_20:35:00,125.44
2020-12-13_20:40:00,125.92
2020-12-13_20:45:00,122.16
2020-12-13_20:50:00,120.72
2020-12-13_20:55:00,120.24
2020-12-13_21:00:00,120.8
2020-12-13_21:05:00,119.12
2020-12-13_21:10:00,118.64
2020-12-13_21:15:00,119.2
2020-12-13_21:20:00,119.36
2020-12-13_21:25:00,0.0
2020-12-13_21:30:00,0.0
2020-12-13_21:35:00,0.0
2020-12-13_21:40:00,150.16
2020-12-13_21:45:00,126.56
2020-12-13_21:50:00,125.76
2020-12-13_21:55:00,122.72
2020-12-13_22:00:00,123.52
2020-12-13_22:05:00,122.56
2020-12-13_22:10:00,122.96
2020-12-13_22:15:00,121.76
2020-12-13_22:20:00,122.0
2020-12-13_22:25:00,121.52
2020-12-13_22:35:00,119.52
2020-12-13_22:40:00,0.0
2020-12-13_22:45:00,0.0
2020-12-13_22:50:00,0.0
2020-12-13_22:55:00,129.12
2020-12-13_23:00:00,126.0
2020-12-13_23:05:00,122.72
2020-12-13_23:10:00,122.16
2020-12-13_23:15:00,121.6
2020-12-13_23:20:00,119.36
2020-12-13_23:25:00,117.04
2020-12-13_23:30:00,118.48
2020-12-13_23:35:00,118.88
2020-12-13_23:40:00,0.0
2020-12-13_23:45:00,0.0
2020-12-13_23:50:00,0.0
2020-12-13_23:55:00,145.36
2020-12-14_00:00:00,122.48
2020-12-14_00:05:00,120.24
2020-12-14_00:10:00,118.48
2020-12-14_00:15:00,116.96
2020-12-14_00:20:00,116.88
2020-12-14_00:25:00,115.76
2020-12-14_00:30:00,115.44
2020-12-14_00:35:00,112.16
2020-12-14_00:40:00,0.0
2020-12-14_00:45:00,0.0
2020-12-14_00:50:00,0.0
2020-12-14_00:55:00,123.28
2020-12-14_01:00:00,120.48
2020-12-14_01:05:00,155.6
2020-12-14_01:10:00,158.56
2020-12-14_01:15:00,160.32
2020-12-14_01:20:00,158.48
2020-12-14_01:25:00,155.92
2020-12-14_01:30:00,155.12
2020-12-14_01:35:00,157.68
2020-12-14_01:45:00,143.28
2020-12-14_01:50:00,147.6
2020-12-14_01:55:00,150.24
2020-12-14_02:00:00,144.72
2020-12-14_02:05:00,138.48
2020-12-14_02:10:00,135.68
2020-12-14_02:15:00,132.72
2020-12-14_02:20:00,131.92
2020-12-14_02:25:00,130.32
2020-12-14_02:30:00,128.56
2020-12-14_02:35:00,126.0
2020-12-14_02:40:00,124.72
2020-12-14_02:45:00,124.56
2020-12-14_02:50:00,122.72
2020-12-14_02:55:00,123.36
2020-12-14_03:00:00,123.04
2020-12-14_03:05:00,121.44
2020-12-14_03:10:00,120.64
2020-12-14_03:15:00,120.32
2020-12-14_03:20:00,120.16
2020-12-14_03:25:00,119.12
2020-12-14_03:30:00,119.04
2020-12-14_03:35:00,118.56
2020-12-14_03:40:00,0.0
2020-12-14_03:50:00,0.0
2020-12-14_03:55:00,0.0
2020-12-14_04:00:00,127.52
2020-12-14_04:05:00,122.4
2020-12-14_04:10:00,122.72
2020-12-14_04:15:00,119.44
2020-12-14_04:20:00,117.84
2020-12-14_04:25:00,117.68
2020-12-14_04:30:00,0.0
2020-12-14_04:35:00,0.0
2020-12-14_04:40:00,0.0
2020-12-14_04:45:00,136.56
2020-12-14_04:50:00,125.6
2020-12-14_04:55:00,124.56
2020-12-14_05:00:00,122.56
2020-12-14_05:05:00,119.36
2020-12-14_05:10:00,115.12
2020-12-14_05:15:00,0.0
2020-12-14_05:20:00,0.0
2020-12-14_05:25:00,0.0
2020-12-14_05:30:00,129.52
2020-12-14_05:35:00,126.96
2020-12-14_05:40:00,125.92
2020-12-14_05:45:00,124.32
2020-12-14_05:50:00,122.08
2020-12-14_05:55:00,119.2
2020-12-14_06:00:00,118.56
2020-12-14_06:05:00,0.0
2020-12-14_06:10:00,0.0
2020-12-14_06:15:00,0.0
2020-12-14_06:20:00,0.0
2020-12-14_06:25:00,127.76
2020-12-14_06:30:00,125.04
2020-12-14_06:35:00,121.12
2020-12-14_06:40:00,119.6
2020-12-14_06:45:00,118.0
2020-12-14_06:50:00,0.0
2020-12-14_06:55:00,0.0
2020-12-14_07:00:00,0.0
2020-12-14_07:05:00,138.48
2020-12-14_07:10:00,126.24
2020-12-14_07:15:00,124.4
2020-12-14_07:20:00,120.72
2020-12-14_07:25:00,119.04
2020-12-14_07:30:00,0.0
2020-12-14_07:35:00,0.0
2020-12-14_07:40:00,0.0
2020-12-14_07:45:00,141.2
2020-12-14_07:50:00,126.32
2020-12-14_07:55:00,124.0
2020-12-14_08:00:00,121.6
2020-12-14_08:05:00,121.04
2020-12-14_08:10:00,0.0
2020-12-14_08:15:00,0.0
2020-12-14_08:20:00,0.0
2020-12-14_08:25:00,137.2
2020-12-14_08:30:00,124.88
2020-12-14_08:35:00,123.52
2020-12-14_08:40:00,121.2
2020-12-14_08:45:00,0.0
2020-12-14_08:50:00,0.0
2020-12-14_08:55:00,0.0
2020-12-14_09:00:00,0.0
2020-12-14_09:05:00,130.24
2020-12-14_09:10:00,127.44
2020-12-14_09:15:00,124.08
2020-12-14_09:20:00,121.44
2020-12-14_09:25:00,0.0
2020-12-14_09:30:00,0.0
2020-12-14_09:35:00,0.0
2020-12-14_09:40:00,0.0
2020-12-14_09:45:00,130.32
2020-12-14_09:50:00,125.76
2020-12-14_09:55:00,123.76
2020-12-14_10:00:00,122.8
2020-12-14_10:05:00,0.0
2020-12-14_10:10:00,0.0
2020-12-14_10:15:00,0.0
2020-12-14_10:20:00,0.0
2020-12-14_10:25:00,130.08
2020-12-14_10:30:00,125.76
2020-12-14_10:35:00,122.96
2020-12-14_10:40:00,120.96
2020-12-14_10:45:00,0.0
2020-12-14_10:50:00,0.0
2020-12-14_10:55:00,0.0
2020-12-14_11:00:00,155.6
2020-12-14_11:05:00,129.04
2020-12-14_11:10:00,126.24
2020-12-14_11:15:00,124.88
2020-12-14_11:25:00,0.0
2020-12-14_11:30:00,0.0
2020-12-14_11:35:00,0.0
2020-12-14_11:40:00,0.0
2020-12-14_11:45:00,129.12
2020-12-14_11:50:00,126.24
2020-12-14_11:55:00,123.76
2020-12-14_12:00:00,123.04
2020-12-14_12:05:00,0.0
2020-12-14_12:10:00,0.0
2020-12-14_12:15:00,0.0
2020-12-14_12:20:00,156.0
2020-12-14_12:25:00,129.44
2020-12-14_12:30:00,125.92
2020-12-14_12:35:00,124.08
2020-12-14_12:40:00,123.12
2020-12-14_12:45:00,0.0
2020-12-14_12:50:00,0.0
2020-12-14_12:55:00,0.0
2020-12-14_13:00:00,134.32
2020-12-14_13:05:00,127.12
2020-12-14_13:10:00,124.72
2020-12-14_13:15:00,122.16
2020-12-14_13:20:00,0.0
2020-12-14_13:25:00,0.0
2020-12-14_13:30:00,0.0
2020-12-14_13:35:00,0.0
2020-12-14_13:40:00,126.16
2020-12-14_13:45:00,122.0
2020-12-14_13:50:00,119.76
2020-12-14_13:55:00,117.2
2020-12-14_14:00:00,0.0
2020-12-14_14:05:00,0.0
2020-12-14_14:10:00,0.0
2020-12-14_14:15:00,142.72
2020-12-14_14:20:00,129.04
2020-12-14_14:25:00,124.96
2020-12-14_14:30:00,122.16
2020-12-14_14:35:00,120.72
2020-12-14_14:40:00,117.76
2020-12-14_14:45:00,0.0
2020-12-14_14:50:00,0.0
2020-12-14_14:55:00,0.0
2020-12-14_15:05:00,128.56
2020-12-14_15:10:00,125.44
2020-12-14_15:15:00,123.52
2020-12-14_15:20:00,121.52
2020-12-14_15:25:00,0.0
2020-12-14_15:30:00,0.0
2020-12-14_15:35:00,0.0
2020-12-14_15:40:00,135.6
2020-12-14_15:45:00,125.52
2020-12-14_15:50:00,123.04
2020-12-14_15:55:00,121.44
2020-12-14_16:00:00,118.64
2020-12-14_16:05:00,0.0
2020-12-14_16:10:00,0.0
2020-12-14_16:15:00,0.0
2020-12-14_16:20:00,132.88
2020-12-14_16:25:00,124.4
2020-12-14_16:30:00,123.04
2020-12-14_16:35:00,121.12
2020-12-14_16:45:00,0.0
2020-12-14_16:50:00,0.0
2020-12-14_16:55:00,0.0
2020-12-14_17:00:00,121.84
2020-12-14_17:05:00,119.04
2020-12-14_17:10:00,119.84
2020-12-14_17:15:00,117.04
2020-12-14_17:20:00,0.0
2020-12-14_17:25:00,0.0
2020-12-14_17:30:00,0.0
2020-12-14_17:35:00,0.0
2020-12-14_17:40:00,122.8
2020-12-14_17:45:00,117.6
2020-12-14_17:50:00,115.52
2020-12-14_17:55:00,113.52
2020-12-14_18:00:00,0.0
2020-12-14_18:05:00,0.0
2020-12-14_18:10:00,0.0
2020-12-14_18:15:00,154.64
2020-12-14_18:20:00,123.04
2020-12-14_18:25:00,119.92
2020-12-14_18:30:00,117.76
2020-12-14_18:35:00,117.52
2020-12-14_18:40:00,0.0
2020-12-14_18:45:00,0.0
2020-12-14_18:50:00,0.0
2020-12-14_18:55:00,126.32
2020-12-14_19:00:00,120.96
2020-12-14_19:05:00,119.12
2020-12-14_19:10:00,117.52
2020-12-14_19:15:00,0.0
2020-12-14_19:20:00,0.0
2020-12-14_19:25:00,0.0
2020-12-14_19:30:00,0.0
2020-12-14_19:35:00,126.16
2020-12-14_19:40:00,120.56
2020-12-14_19:45:00,119.52
2020-12-14_19:50:00,115.6
2020-12-14_19:55:00,0.0
2020-12-14_20:00:00,0.0
2020-12-14_20:05:00,0.0
2020-12-14_20:10:00,0.0
2020-12-14_20:15:00,123.12
2020-12-14_20:20:00,122.24
2020-12-14_20:25:00,118.48
2020-12-14_20:30:00,114.8
2020-12-14_20:35:00,0.0
2020-12-14_20:40:00,0.0
2020-12-14_20:45:00,0.0
2020-12-14_20:50:00,127.44
2020-12-14_20:55:00,122.32
2020-12-14_21:00:00,119.04
2020-12-14_21:05:00,116.88
2020-12-14_21:10:00,117.92
2020-12-14_21:15:00,0.0
2020-12-14_21:20:00,0.0
2020-12-14_21:25:00,0.0
2020-12-14_21:30:00,139.6
2020-12-14_21:35:00,122.4
2020-12-14_21:45:00,118.0
2020-12-14_21:50:00,114.96
2020-12-14_21:55:00,117.36
2020-12-14_22:00:00,0.0
2020-12-14_22:05:00,0.0
2020-12-14_22:10:00,0.0
2020-12-14_22:15:00,0.0
2020-12-14_22:20:00,129.12
2020-12-14_22:25:00,125.92
2020-12-14_22:30:00,123.44
2020-12-14_22:35:00,122.16
2020-12-14_22:40:00,122.4
2020-12-14_22:45:00,118.56
2020-12-14_22:50:00,117.28
2020-12-14_22:55:00,0.0
2020-12-14_23:00:00,0.0
2020-12-14_23:05:00,0.0
2020-12-14_23:10:00,139.92
2020-12-14_23:15:00,126.16
2020-12-14_23:20:00,123.68
2020-12-14_23:25:00,156.08
2020-12-14_23:30:00,160.08
2020-12-14_23:35:00,156.48
2020-12-14_23:40:00,158.32
2020-12-14_23:45:00,158.72
2020-12-14_23:55:00,157.68
2020-12-15_00:00:00,1.0
2020-12-15_00:05:00,144.24
2020-12-15_00:10:00,146.72
2020-12-15_00:15:00,146.32
2020-12-15_00:20:00,141.76
2020-12-15_00:25:00,136.0
2020-12-15_00:30:00,132.16
2020-12-15_00:35:00,127.28
2020-12-15_00:40:00,126.72
2020-12-15_00:45:00,124.96
2020-12-15_00:50:00,124.8
2020-12-15_00:55:00,122.96
2020-12-15_01:05:00,120.08
2020-12-15_01:10:00,121.6
2020-12-15_01:15:00,124.24
2020-12-15_01:20:00,121.6
2020-12-15_01:25:00,121.76
2020-12-15_01:30:00,120.24
2020-12-15_01:35:00,119.12
2020-12-15_01:40:00,118.88
2020-12-15_01:45:00,0.0
2020-12-15_01:50:00,0.0
2020-12-15_01:55:00,0.0
2020-12-15_02:00:00,0.0
2020-12-15_02:05:00,130.0
2020-12-15_02:10:00,127.52
2020-12-15_02:15:00,125.44
2020-12-15_02:20:00,123.6
2020-12-15_02:25:00,122.32
2020-12-15_02:30:00,120.56
2020-12-15_02:35:00,0.0
2020-12-15_02:40:00,0.0
2020-12-15_02:45:00,0.0
2020-12-15_02:50:00,140.4
2020-12-15_02:55:00,129.68
2020-12-15_03:00:00,126.64
2020-12-15_03:05:00,124.48
2020-12-15_03:10:00,122.96
2020-12-15_03:15:00,0.0
2020-12-15_03:20:00,0.0
2020-12-15_03:25:00,0.0
2020-12-15_03:30:00,0.0
2020-12-15_03:35:00,128.96
2020-12-15_03:40:00,124.96
2020-12-15_03:45:00,122.16
2020-12-15_03:50:00,121.36
2020-12-15_03:55:00,0.0
2020-12-15_04:00:00,0.0
2020-12-15_04:05:00,0.0
2020-12-15_04:10:00,0.0
2020-12-15_04:15:00,128.64
2020-12-15_04:20:00,123.52
2020-12-15_04:25:00,120.32
2020-12-15_04:30:00,119.04
2020-12-15_04:35:00,0.0
2020-12-15_04:40:00,0.0
2020-12-15_04:45:00,0.0
2020-12-15_04:50:00,0.0
2020-12-15_04:55:00,126.32
2020-12-15_05:00:00,120.88
2020-12-15_05:05:00,119.76
2020-12-15_05:10:00,116.56
2020-12-15_05:15:00,0.0
2020-12-15_05:20:00,0.0
2020-12-15_05:25:00,0.0
2020-12-15_05:30:00,128.72
2020-12-15_05:35:00,124.0
2020-12-15_05:40:00,119.04
2020-12-15_05:45:00,119.04
2020-12-15_05:50:00,0.0
2020-12-15_05:55:00,0.0
2020-12-15_06:00:00,0.0
2020-12-15_06:05:00,308.32
2020-12-15_06:10:00,122.08
2020-12-15_06:15:00,119.36
2020-12-15_06:20:00,117.68
2020-12-15_06:25:00,0.0
2020-12-15_06:30:00,0.0
2020-12-15_06:35:00,0.0
2020-12-15_06:40:00,0.0
2020-12-15_06:45:00,125.28
2020-12-15_06:50:00,120.64
2020-12-15_06:55:00,117.36
2020-12-15_07:00:00,0.0
2020-12-15_07:05:00,0.0
2020-12-15_07:10:00,0.0
2020-12-15_07:15:00,0.0
2020-12-15_07:20:00,125.92
2020-12-15_07:25:00,122.32
2020-12-15_07:30:00,120.48
2020-12-15_07:35:00,0.0
2020-12-15_07:40:00,0.0
2020-12-15_07:45:00,0.0
2020-12-15_07:50:00,0.0
2020-12-15_07:55:00,130.16
2020-12-15_08:00:00,124.88
2020-12-15_08:05:00,123.92
2020-12-15_08:10:00,121.28
2020-12-15_08:15:00,0.0
2020-12-15_08:20:00,0.0
2020-12-15_08:25:00,0.0
2020-12-15_08:30:00,130.72
2020-12-15_08:35:00,126.88
2020-12-15_08:40:00,124.32
2020-12-15_08:45:00,122.88
2020-12-15_08:50:00,0.0
2020-12-15_08:55:00,0.0
2020-12-15_09:05:00,154.56
2020-12-15_09:10:00,127.44
2020-12-15_09:15:00,123.84
2020-12-15_09:20:00,121.92
2020-12-15_09:25:00,0.0
2020-12-15_09:30:00,0.0
2020-12-15_09:35:00,0.0
2020-12-15_09:40:00,0.0
2020-12-15_09:45:00,128.56
2020-12-15_09:50:00,125.6
2020-12-15_09:55:00,124.48
2020-12-15_10:00:00,0.0
2020-12-15_10:05:00,0.0
2020-12-15_10:10:00,0.0
2020-12-15_10:15:00,0.0
2020-12-15_10:20:00,129.92
2020-12-15_10:25:00,126.48
2020-12-15_10:30:00,124.08
2020-12-15_10:35:00,0.0
2020-12-15_10:40:00,0.0
2020-12-15_10:45:00,0.0
2020-12-15_10:50:00,0.0
2020-12-15_10:55:00,129.28
2020-12-15_11:00:00,124.8
2020-12-15_11:05:00,121.84
2020-12-15_11:10:00,0.0
2020-12-15_11:15:00,0.0
2020-12-15_11:20:00,0.0
2020-12-15_11:25:00,0.0
2020-12-15_11:30:00,127.76
2020-12-15_11:35:00,125.68
2020-12-15_11:40:00,121.6
2020-12-15_11:45:00,120.4
2020-12-15_11:50:00,0.0
2020-12-15_11:55:00,0.0
2020-12-15_12:00:00,0.0
2020-12-15_12:05:00,135.84
2020-12-15_12:10:00,126.0
2020-12-15_12:15:00,123.68
2020-12-15_12:20:00,120.96
2020-12-15_12:25:00,0.0
2020-12-15_12:30:00,0.0
2020-12-15_12:35:00,0.0
2020-12-15_12:40:00,136.72
2020-12-15_12:45:00,125.44
2020-12-15_12:50:00,122.8
2020-12-15_12:55:00,117.44
2020-12-15_13:00:00,0.0
2020-12-15_13:05:00,0.0
2020-12-15_13:10:00,0.0
2020-12-15_13:15:00,125.68
2020-12-15_13:20:00,124.32
2020-12-15_13:25:00,119.04
2020-12-15_13:30:00,120.48
2020-12-15_13:35:00,0.0
2020-12-15_13:40:00,0.0
2020-12-15_13:45:00,0.0
2020-12-15_13:50:00,0.0
2020-12-15_13:55:00,126.0
2020-12-15_14:00:00,124.96
2020-12-15_14:05:00,122.88
2020-12-15_14:10:00,120.96
2020-12-15_14:15:00,0.0
2020-12-15_14:20:00,0.0
2020-12-15_14:25:00,0.0
2020-12-15_14:30:00,128.16
2020-12-15_14:35:00,126.96
2020-12-15_14:40:00,121.76
2020-12-15_14:45:00,120.0
2020-12-15_14:50:00,0.0
2020-12-15_14:55:00,0.0
2020-12-15_15:00:00,0.0
2020-12-15_15:05:00,134.56
2020-12-15_15:10:00,123.92
2020-12-15_15:15:00,123.2
2020-12-15_15:20:00,120.0
2020-12-15_15:25:00,0.0
2020-12-15_15:30:00,0.0
2020-12-15_15:35:00,0.0
2020-12-15_15:40:00,133.04
2020-12-15_15:45:00,121.36
2020-12-15_15:50:00,117.04
2020-12-15_15:55:00,117.52
2020-12-15_16:00:00,0.0
2020-12-15_16:05:00,0.0
2020-12-15_16:10:00,0.0
2020-12-15_16:15:00,134.48
2020-12-15_16:20:00,124.32
2020-12-15_16:25:00,121.36
2020-12-15_16:30:00,120.4
2020-12-15_16:35:00,0.0
2020-12-15_16:40:00,0.0
2020-12-15_16:45:00,0.0
2020-12-15_16:50:00,129.68
2020-12-15_16:55:00,124.64
2020-12-15_17:00:00,121.44
2020-12-15_17:05:00,118.88
2020-12-15_17:10:00,0.0
2020-12-15_17:15:00,0.0
2020-12-15_17:20:00,0.0
2020-12-15_17:25:00,137.12
2020-12-15_17:30:00,125.76
2020-12-15_17:35:00,124.0
2020-12-15_17:40:00,120.72
2020-12-15_17:45:00,0.0
2020-12-15_17:50:00,0.0
2020-12-15_17:55:00,0.0
2020-12-15_18:00:00,133.28
2020-12-15_18:05:00,119.92
2020-12-15_18:10:00,118.96
2020-12-15_18:15:00,119.84
2020-12-15_18:20:00,0.0
2020-12-15_18:25:00,0.0
2020-12-15_18:30:00,0.0
2020-12-15_18:35:00,136.8
2020-12-15_18:40:00,125.04
2020-12-15_18:45:00,122.32
2020-12-15_18:50:00,120.24
2020-12-15_18:55:00,0.0
2020-12-15_19:00:00,0.0
2020-12-15_19:05:00,0.0
2020-12-15_19:10:00,0.0
2020-12-15_19:15:00,131.2
2020-12-15_19:20:00,125.36
2020-12-15_19:25:00,121.44
2020-12-15_19:30:00,120.0
2020-12-15_19:35:00,0.0
2020-12-15_19:40:00,0.0
2020-12-15_19:45:00,0.0
2020-12-15_19:50:00,0.0
2020-12-15_19:55:00,128.48
2020-12-15_20:00:00,125.76
2020-12-15_20:05:00,121.92
2020-12-15_20:10:00,120.16
2020-12-15_20:15:00,0.0
2020-12-15_20:20:00,0.0
2020-12-15_20:25:00,0.0
2020-12-15_20:30:00,149.12
2020-12-15_20:35:00,126.72
2020-12-15_20:40:00,123.68
2020-12-15_20:45:00,120.96
2020-12-15_20:50:00,120.08
2020-12-15_20:55:00,116.16
2020-12-15_21:00:00,0.0
2020-12-15_21:05:00,0.0
2020-12-15_21:10:00,0.0
2020-12-15_21:15:00,131.52
2020-12-15_21:20:00,125.76
2020-12-15_21:25:00,120.4
2020-12-15_21:30:00,117.84
2020-12-15_21:35:00,117.12
2020-12-15_21:40:00,116.8
2020-12-15_21:45:00,0.0
2020-12-15_21:50:00,0.0
2020-12-15_21:55:00,0.0
2020-12-15_22:00:00,0.0
2020-12-15_22:05:00,126.16
2020-12-15_22:10:00,124.16
2020-12-15_22:15:00,122.16
2020-12-15_22:20:00,119.92
2020-12-15_22:25:00,117.52
2020-12-15_22:30:00,0.0
2020-12-15_22:35:00,0.0
2020-12-15_22:40:00,0.0
2020-12-15_22:45:00,0.0
2020-12-15_22:50:00,129.2
2020-12-15_22:55:00,121.04
2020-12-15_23:00:00,121.36
